dist,x,y,kinder,school,shop,restaurant
23,37.51305389,55.85733414,1010,580,10604,11869
28,37.51746368,55.80157089,456,128,6284,903
30,37.50637054,55.85933304,1608,607,4395,12269
21,37.48845673,55.83882523,285,865,4420,5859
23,37.48636246,55.84651184,479,585,3738,1739
27,37.46891785,55.87259293,1375,554,1557,1723
23,37.48464966,55.84648514,479,585,3738,1739
30,37.50707245,55.85964584,1608,607,4395,12269
30,37.49650574,55.87153625,1355,199,4869,3850
26,37.5393486,55.84310532,212,564,1477,1182
26,37.52368927,55.81837082,17,583,88,6863
27,37.47270203,55.85462952,1060,556,4213,1721
25,37.49001312,55.88143539,155,610,10133,7131
21,37.50699997,55.82058334,1052,597,1156,10478
23,37.5152092,55.8539772,1010,580,1197,6078
25,37.5252533,55.87516022,311,587,2291,6218
25,37.53950119,55.86617279,265,586,10434,10780
25,37.50938797,55.87266159,1240,587,7823,16
30,37.48502731,55.87470627,338,579,3719,993
25,37.51831055,55.87524414,1270,587,2285,7728
25,37.52939224,55.86911774,1642,586,2471,7719
21,37.49116898,55.82804489,455,600,7519,6576
27,37.47245789,55.86730957,820,556,2498,11078
28,37.50442123,55.79575729,897,599,10392,2833
28,37.49529266,55.81171417,686,125,5640,1714
28,37.50034332,55.80667496,1563,125,6159,1367
28,37.49197006,55.81382751,408,125,7197,1713
28,37.4957428,55.81244278,408,125,5640,1713
28,37.5114975,55.80398178,882,594,5993,503
23,37.5028038,55.85286331,1024,585,1831,1738
23,37.51974487,55.84977722,269,598,1194,12466
30,37.50244522,55.85636139,1545,584,3776,1735
30,37.48672485,55.8662529,714,581,4046,4733
23,37.4926796,55.84753418,631,585,71,12828
23,37.51489639,55.85946655,1685,596,4997,1501
21,37.50609207,55.83597946,547,865,5482,8091
30,37.50839233,55.85842133,1608,584,4395,12269
23,37.51283646,55.8577652,542,580,1838,11869
23,37.51885605,55.8445549,269,598,1192,1712
30,37.49642563,55.85710526,1545,584,3723,3774
23,37.4960556,55.84495544,420,585,1554,1720
26,37.52569199,55.83470535,190,566,1044,1494
26,37.54133987,55.83958817,357,564,93,6367
26,37.52116394,55.83851624,190,566,731,1503
28,37.50873184,55.79826736,1317,594,9848,1371
30,37.49575043,55.87240982,1355,199,4869,3850
30,37.48866272,55.87127304,1006,579,6939,1717
26,37.53690338,55.8388443,357,588,7712,423
23,37.52056122,55.85065079,269,598,1195,4651
23,37.52277374,55.84487915,269,598,1192,1712
23,37.52170563,55.85007858,269,598,1195,4651
26,37.52325058,55.83029938,551,54,729,265
21,37.50865173,55.82131577,632,597,3727,10478
68,37.58016586,55.65044022,226,303,672,1470
26,37.52565765,55.81967545,17,583,90,6863
21,37.51884079,55.81702042,1531,565,1876,3786
23,37.48883438,55.84959412,631,585,1828,12828
27,37.46458054,55.8696785,1273,556,6604,1722
27,37.47810745,55.86100769,1318,556,2491,644
27,37.47166824,55.85568237,1060,556,10397,1721
27,37.46599197,55.86480713,1695,556,6197,3818
21,37.48714447,55.8367157,285,571,881,3765
27,37.46464157,55.87284088,1375,554,1557,1723
27,37.46562958,55.86533356,1695,556,6197,3818
27,37.46518326,55.87474823,1375,554,1557,1723
27,37.47434616,55.85673523,1060,556,3771,1721
27,37.4732666,55.85609436,1060,556,10397,1721
21,37.48811722,55.83195496,1490,600,5736,329
23,37.48152161,55.84495163,428,585,1405,1032
26,37.52376938,55.81837082,17,583,88,6863
26,37.52151489,55.8228569,1600,583,4745,1604
25,37.53714752,55.86738968,1347,586,8196,7134
25,37.54348755,55.86530304,265,586,9311,9856
23,37.5109787,55.85968781,542,596,1198,1504
26,37.52239609,55.83132553,551,54,7059,265
26,37.52186584,55.82910156,551,54,1148,463
26,37.52943802,55.82953644,1330,54,1476,3876
23,37.51782227,55.86235428,179,596,7482,1501
21,37.49282455,55.81920242,368,601,5191,5844
30,37.48892593,55.87576294,338,579,4531,993
28,37.49769211,55.81328964,408,125,354,12453
26,37.5264473,55.83736801,190,129,7241,1497
26,37.52828979,55.83839417,1499,129,8488,1497
26,37.52842331,55.84044266,821,588,2282,424
27,37.47304916,55.86061859,1060,556,2475,10598
21,37.51577377,55.81687546,756,565,1876,5514
27,37.44691086,55.87943649,1375,554,3724,7705
26,37.54064941,55.84041595,212,564,1145,1182
26,37.51766968,55.82740402,551,583,7616,1508
26,37.52277374,55.82723618,1600,583,1154,463
26,37.52581024,55.83522415,190,566,1044,1494
26,37.52437973,55.8235817,1600,583,2734,1635
26,37.52478409,55.83088303,1330,54,734,3876
26,37.52679825,55.83494186,190,566,1044,1494
26,37.51862335,55.82722473,551,583,7616,1508
26,37.52154922,55.83446121,190,566,96,3872
26,37.52407455,55.83696747,190,566,731,1494
19,37.53184509,55.8116684,354,582,111,1711
26,37.51908112,55.83803177,190,566,733,1503
30,37.48318481,55.87755966,937,579,2769,7066
23,37.52033997,55.86195755,191,596,1574,1501
27,37.47316742,55.85753632,1060,556,10397,1721
27,37.47161484,55.85466385,1060,556,4213,1721
23,37.51697922,55.84114456,604,598,2756,1731
23,37.51239014,55.85787582,542,580,1838,11869
26,37.52021408,55.82505798,1600,583,4745,9555
19,37.52465057,55.80851364,1411,590,171,5344
19,37.53034592,55.81155396,1411,590,6607,1711
28,37.51486969,55.80034256,456,128,8862,1745
28,37.51901627,55.8007164,456,128,1881,758
23,37.49828339,55.84606171,420,585,1554,1720
21,37.49090958,55.83900452,285,865,4420,8175
23,37.51493073,55.86304855,179,596,1829,1509
26,37.53253937,55.83528137,380,560,7163,3821
23,37.52258682,55.84932709,269,598,10306,12466
30,37.49282455,55.86618042,303,581,1302,533
26,37.52493668,55.83231354,1330,54,734,3872
26,37.53009415,55.82936478,1330,54,2705,3876
23,37.51007843,55.86036682,542,596,1198,1504
26,37.52309799,55.83534241,190,566,96,1494
21,37.51658249,55.81822968,1531,565,1876,3786
25,37.53853989,55.86460495,265,586,9921,7132
23,37.52024841,55.84884644,269,598,10306,12466
23,37.51829147,55.85990143,1685,596,5837,1501
23,37.50929642,55.85557175,1010,580,1198,1719
23,37.48952484,55.84742737,631,585,4998,12828
27,37.47217178,55.86860657,820,556,9434,9562
30,37.49665833,55.87295532,1355,199,4869,3850
23,37.48860168,55.84514618,1132,585,3738,1360
19,37.52598953,55.81101608,1619,590,6299,1353
26,37.51873016,55.82686615,551,583,7616,1508
30,37.48785782,55.87548447,338,579,2479,993
23,37.49189758,55.84512329,420,585,3720,12828
25,37.54053116,55.86421585,265,586,10434,7132
19,37.51408768,55.80747986,1440,590,4699,1727
23,37.49586868,55.84343719,420,585,4035,10795
23,37.5152092,55.84885025,269,598,932,5949
27,37.47065353,55.85869598,1060,556,4665,1740
21,37.51207352,55.81778336,756,597,1155,10479
25,37.51634216,55.87957001,1548,577,2496,7136
23,37.48414612,55.84500504,1132,585,3738,11102
28,37.50893021,55.79730988,1317,599,1486,195
19,37.51519012,55.80808258,164,590,3777,1727
30,37.49010086,55.87427902,1355,579,4531,1717
25,37.51720428,55.87192535,1369,587,8278,1496
26,37.5316925,55.83221054,1330,54,2705,7130
26,37.52739716,55.84050369,821,129,1041,424
21,37.49531174,55.82691956,649,600,4764,6576
28,37.49736786,55.8118248,686,125,354,12453
19,37.51723099,55.81147385,164,590,1883,3757
25,37.51420212,55.87759018,1240,577,2496,7135
26,37.52112961,55.82600403,1600,583,1147,463
21,37.51317978,55.81801605,756,597,1155,10479
27,37.46761703,55.87175751,1273,554,1557,3790
30,37.49502563,55.86123276,1254,607,7780,1734
23,37.52241516,55.85277176,269,598,4177,4651
27,37.46316147,55.86792374,849,556,885,2832
27,37.47386932,55.85770416,1060,556,3771,1721
21,37.50243378,55.82210922,851,597,7360,9548
19,37.51882172,55.81055069,1619,590,1883,8821
26,37.52679825,55.82155228,17,583,91,1565
23,37.49321747,55.84527969,420,585,3720,293
30,37.49512482,55.8645134,1062,581,7879,6943
21,37.51446533,55.81950378,698,565,1877,3776
27,37.47253036,55.86655426,820,556,10371,11078
21,37.49183655,55.82759094,455,600,6196,6576
19,37.5192337,55.80936813,994,590,8670,8821
23,37.51913452,55.85863876,191,596,4514,1501
23,37.51318741,55.86159134,542,596,5233,1504
26,37.52168655,55.8315506,551,54,7059,265
25,37.51268387,55.87402725,1240,587,282,6930
30,37.4921875,55.86521149,303,581,1302,5000
21,37.48683929,55.83335495,1490,571,880,329
26,37.52060699,55.83021545,551,54,730,265
23,37.50991058,55.85425949,1010,580,2767,1719
27,37.46333313,55.86690903,849,556,884,1029
21,37.50637817,55.81720352,1052,597,351,10527
27,37.4726181,55.85827255,1060,556,10397,1721
25,37.48965073,55.8824234,1410,130,2706,7088
102,37.58133316,55.76797485,4,358,442,4258
25,37.49343491,55.88003159,155,610,1811,9010
23,37.48972321,55.84668732,479,585,70,12828
26,37.52620316,55.82749939,319,54,546,200
19,37.53035355,55.81201553,1411,590,111,1711
30,37.48603058,55.8747673,338,579,2479,993
21,37.50832748,55.8241806,632,572,9088,8288
30,37.5007019,55.85834885,1545,584,2279,11454
23,37.50427628,55.85362625,1024,585,3,1738
21,37.50350571,55.81732941,851,595,877,10527
23,37.50291824,55.85379028,1024,585,3,1738
30,37.4946022,55.85871124,1153,584,5227,7065
21,37.51174164,55.82497025,632,572,6353,8288
27,37.48020935,55.86168289,1318,556,9122,9453
23,37.51979828,55.84975052,269,598,1194,12466
26,37.53171158,55.83635712,938,129,1042,3821
30,37.48352432,55.87571335,338,579,11008,7066
28,37.50530243,55.80895233,1563,125,3293,6904
26,37.53211594,55.83982468,1520,588,4772,1510
21,37.51587296,55.82118988,139,572,5101,5140
21,37.48896027,55.82050705,13,601,5191,9668
30,37.49333572,55.86280441,303,581,4940,8903
25,37.52207184,55.87552261,311,587,2297,7133
28,37.49616623,55.80405426,1275,125,6101,9704
19,37.52606201,55.80383682,1098,553,4832,10371
25,37.51781464,55.87266159,1369,587,8278,676
26,37.52125549,55.82674789,1600,583,1151,463
26,37.52012253,55.83147812,551,54,7059,265
26,37.52513504,55.83816528,190,129,731,1503
26,37.54064941,55.84407425,212,564,4186,1182
30,37.49122238,55.87594986,937,579,4531,993
30,37.49687576,55.87024689,1179,199,10918,3850
25,37.5243454,55.87520981,311,587,2291,6218
25,37.52341843,55.8769455,311,587,2288,6218
26,37.54889679,55.84417725,1101,603,933,1505
23,37.52001572,55.85168076,269,598,4177,4651
21,37.48653412,55.83801651,285,571,972,8399
23,37.4791069,55.84888077,946,585,1827,8286
30,37.49406433,55.86595154,1062,581,3294,5000
26,37.53826904,55.84098434,212,564,1478,1182
21,37.48914719,55.81631851,440,601,4717,12690
27,37.4835968,55.85818863,1131,556,4876,11066
26,37.52014923,55.83440018,190,566,732,3872
30,37.49633789,55.86129379,1254,607,7780,1737
21,37.4946022,55.82868195,649,600,4756,6576
27,37.47616959,55.8670845,820,556,2485,9562
23,37.52199173,55.86201477,191,596,1574,1501
25,37.5147438,55.87320328,1369,587,280,6930
21,37.48911285,55.81739426,440,601,5191,12690
21,37.51012421,55.8212471,632,597,3727,3776
28,37.51294708,55.79428482,1434,599,9419,6999
28,37.50946045,55.79408646,1589,599,10708,1368
21,37.48880005,55.83554459,285,571,3721,3765
28,37.5152359,55.79423904,1434,599,5180,9928
30,37.50086212,55.86992645,1179,199,9116,12274
30,37.50415039,55.86548615,1179,607,2277,11313
23,37.49435043,55.84263611,420,598,4035,293
26,37.54295731,55.84153366,212,564,4186,1182
21,37.51654053,55.81793594,1531,565,1876,3786
26,37.52736282,55.83780289,190,129,9223,1497
25,37.51879501,55.8795929,526,577,11087,7136
30,37.49007416,55.86845398,1181,612,2275,5345
21,37.49465561,55.82747269,649,600,6196,6576
23,37.52127457,55.8445015,269,598,1192,1712
23,37.49669647,55.84854507,631,585,1555,12775
23,37.48826981,55.84730911,479,585,4998,12828
27,37.46710587,55.86112976,1060,556,2484,1740
26,37.54371262,55.83952332,357,564,93,9
25,37.51555252,55.87729263,1240,577,8624,7135
23,37.48884583,55.85002899,631,585,1828,1739
28,37.50967789,55.80031586,1452,594,2772,1743
28,37.50401688,55.80656052,1563,125,8126,7113
27,37.4693222,55.8721962,1273,554,1557,3790
23,37.51774216,55.85213852,269,598,1197,6078
23,37.47870255,55.84954834,946,585,1827,7685
23,37.51786804,55.84527969,269,598,1192,5949
25,37.49621964,55.88024139,155,610,8643,7087
23,37.4830246,55.84822464,1069,585,69,1739
30,37.48715591,55.87752151,937,579,2769,7066
26,37.52473831,55.82863235,319,54,729,200
27,37.48048782,55.85848618,586,556,9782,11066
26,37.54839325,55.84069061,934,564,2478,9
30,37.48656082,55.86524963,714,581,4046,4733
26,37.52305222,55.82579422,1600,583,1151,1499
21,37.51436615,55.82535172,1629,572,5763,6070
25,37.51750183,55.87802124,1548,577,8624,7135
26,37.5198555,55.83555222,190,566,733,3872
21,37.49003983,55.81569672,440,601,4717,12690
23,37.4942627,55.84339905,420,585,4035,293
26,37.53141403,55.83553696,938,129,1042,3821
30,37.50060272,55.86671829,1179,607,6760,11313
29,37.55600357,55.84284973,939,557,6838,1591
27,37.46184158,55.87337494,1375,554,5373,1723
21,37.5086174,55.82101822,632,597,3727,10478
23,37.50589371,55.84916687,1024,585,6643,4995
25,37.5234375,55.87534332,311,587,2297,6218
25,37.51042175,55.87107086,1369,587,7823,16
26,37.5194931,55.83099365,551,54,730,265
26,37.53618622,55.83903122,436,588,7712,1510
23,37.52331924,55.86106873,191,596,1574,1502
27,37.47007751,55.8565979,1060,556,4665,1721
25,37.51425552,55.87300491,1369,587,280,6930
25,37.52199936,55.87870407,311,587,6185,6218
27,37.477211,55.86198425,1318,556,2491,644
21,37.49214172,55.828228,455,600,7519,6576
23,37.49753952,55.84453964,420,585,1554,1720
26,37.52548599,55.83039093,1330,54,734,3876
23,37.49142075,55.84744263,631,585,71,12828
23,37.4913063,55.84743881,631,585,71,12828
23,37.53811646,55.84792709,269,598,5483,12078
21,37.48986816,55.81990814,13,601,5191,12690
23,37.52297211,55.84318161,269,598,4,1712
26,37.53836823,55.84212494,436,564,1477,1182
25,37.52847672,55.86891174,1642,586,2471,7719
25,37.51741028,55.87520981,1270,587,2285,7728
25,37.52171326,55.87700272,311,587,3770,6218
30,37.49110031,55.87259674,1355,579,4869,1717
19,37.51296234,55.80754089,1440,590,4699,8005
21,37.48796463,55.83694077,285,571,881,5859
30,37.49741364,55.85665512,1545,584,9952,3774
26,37.52169418,55.82548141,1600,583,1151,1499
23,37.51670837,55.8634758,179,596,1829,1509
26,37.52926636,55.82402039,319,583,7748,2878
25,37.52041245,55.87912369,526,577,11087,6218
26,37.53100967,55.83334732,1330,566,2708,1491
27,37.47864914,55.8626976,1318,556,2550,9453
23,37.51704025,55.85766602,1685,580,10604,11869
26,37.52586365,55.84037781,190,129,6216,1503
28,37.51793289,55.80216217,456,128,2268,903
21,37.49394608,55.81876755,368,601,6899,5844
26,37.53014755,55.83917236,1520,588,4772,424
26,37.53059769,55.82393646,319,583,7748,2878
19,37.52510071,55.80768967,1411,590,1803,5344
23,37.51490402,55.84946442,269,598,932,9295
28,37.5021019,55.80026627,1333,594,98,4656
23,37.5093689,55.86004257,542,596,1198,1504
23,37.49855423,55.84490967,420,585,1554,1720
28,37.50816727,55.8011322,1452,594,2772,1743
26,37.53862762,55.83903885,357,588,7712,6367
30,37.50592041,55.86411285,1608,607,2277,11313
25,37.52825165,55.86623764,769,586,1639,7719
19,37.51601791,55.8108902,164,590,1883,8821
26,37.52517319,55.81686783,17,583,4718,6863
26,37.52464294,55.82088852,17,583,90,1565
26,37.53053665,55.83183289,1330,54,2705,1492
21,37.48939133,55.83834076,285,865,4420,5859
21,37.51525497,55.81851959,698,565,1877,5514
23,37.50472641,55.85266876,1024,585,1831,1738
25,37.49435806,55.88027191,155,610,1811,9010
28,37.4918251,55.81181717,408,125,358,1364
21,37.49219513,55.82085037,368,601,4755,9668
25,37.51632309,55.87493515,1270,587,121,7728
26,37.52919769,55.83550262,938,129,550,1500
26,37.52848434,55.82884979,319,54,729,3876
23,37.47530746,55.84953308,946,585,3733,7685
21,37.50778961,55.82388306,632,572,9088,8288
21,37.51577377,55.81903076,698,565,1877,5140
27,37.46146393,55.87164307,1375,554,5373,1723
21,37.4920311,55.83110428,649,600,971,329
21,37.51329422,55.82276154,1629,572,4396,5140
23,37.52300644,55.84380341,269,598,4,1712
28,37.50397873,55.80038834,707,594,7011,4656
26,37.54603195,55.84273529,934,564,934,1182
30,37.49546432,55.86578751,1062,581,1301,11798
25,37.51702499,55.87306213,1270,587,280,7728
23,37.49214935,55.84329224,420,585,3720,293
26,37.52284622,55.8371315,190,566,731,1494
26,37.52404785,55.83816147,190,566,731,1503
23,37.51581192,55.84965515,269,598,932,12466
23,37.51999664,55.8483963,269,598,1193,12466
23,37.47900772,55.84754181,428,585,6906,1741
23,37.47619629,55.84978867,946,585,3733,7685
19,37.52733612,55.80538177,1098,553,4832,8922
19,37.52616119,55.81151962,1619,590,6299,1353
27,37.48622131,55.85586548,1131,556,4069,10829
28,37.50867081,55.79913712,707,594,2489,1358
27,37.47070694,55.85551834,1060,556,883,1721
28,37.48925781,55.8138504,408,125,7197,1364
26,37.54964066,55.84131622,1232,603,4870,7067
30,37.49827576,55.85548782,1545,584,962,2816
93,37.70206833,55.77095795,225,367,57,1907
23,37.51813889,55.86102295,1685,596,2290,1501
23,37.50114059,55.85314178,1024,585,1831,1738
19,37.52967072,55.81206512,1411,590,3785,1711
23,37.49507904,55.84890747,631,585,1830,12775
26,37.52821732,55.82754135,319,54,546,3876
23,37.48539352,55.8461113,479,585,3738,1360
23,37.50668335,55.85248566,1024,585,2767,1738
23,37.5091629,55.85668945,1010,580,1198,1719
26,37.54730606,55.84368134,1101,603,4759,7067
30,37.50183487,55.87002182,1179,199,9116,12274
26,37.53923798,55.83746338,357,560,6715,6367
25,37.51267624,55.87325668,1240,587,282,6930
28,37.50066757,55.80263901,1275,125,6101,1370
28,37.5025177,55.80455017,600,125,6101,1724
21,37.4905777,55.83090591,649,600,4417,5206
26,37.53767776,55.8419838,436,564,1477,1182
26,37.52447128,55.83580017,190,566,1044,1494
23,37.4954834,55.84722519,631,585,1555,12828
21,37.49185181,55.81613922,440,601,4717,12690
30,37.49903107,55.85430908,1545,584,962,2816
23,37.52268219,55.85216522,269,598,4177,4651
30,37.49435806,55.87251663,1355,199,4869,3850
21,37.51657486,55.82417297,1629,572,5355,5140
23,37.49072266,55.84624863,631,585,70,12828
28,37.49322891,55.80877686,686,125,355,122
26,37.52010345,55.82633209,1600,583,1147,463
27,37.48233032,55.85776138,1131,556,4876,11066
21,37.50735855,55.82328796,632,572,9088,8288
21,37.49114227,55.83050919,649,600,4417,5206
28,37.51821899,55.7945137,1434,128,5180,1726
23,37.50569534,55.85102844,1024,585,6643,1359
21,37.51210022,55.81729507,756,597,1155,7691
26,37.53903198,55.83827972,357,560,2466,6367
26,37.53092194,55.8325386,1330,566,2705,7130
26,37.52957153,55.82731247,448,54,9911,3876
26,37.5240593,55.82150269,1600,583,1365,1565
26,37.5234108,55.82928467,551,54,729,200
21,37.49266052,55.82731247,455,600,6196,6576
23,37.4896698,55.84810257,631,585,4998,12828
27,37.47680664,55.86040115,1318,556,2491,644
30,37.49446869,55.87139893,1355,199,4869,3850
21,37.51642227,55.82427216,1629,572,5355,5140
27,37.46969986,55.85977173,1060,556,2484,1740
30,37.49399948,55.87480927,1355,579,7611,1717
27,37.47711945,55.85580444,1131,556,6288,721
26,37.52680588,55.82066345,17,583,91,1565
28,37.50301743,55.79825211,897,599,5641,194
26,37.54259109,55.83844376,357,564,93,6367
26,37.52308655,55.8229599,1600,583,2734,1635
25,37.52534103,55.87524414,311,587,2291,6218
30,37.49087524,55.86224365,691,581,4940,1734
26,37.52962875,55.82902527,448,54,2705,3876
30,37.49760056,55.86689758,1179,581,1301,11798
23,37.52202988,55.85148621,269,598,1196,4651
21,37.48781967,55.8355217,285,571,3721,3765
23,37.51389694,55.85881805,1685,596,1838,11869
21,37.48831558,55.83617401,285,571,3721,3765
23,37.48480988,55.84974289,1069,585,1828,1739
23,37.51440048,55.86034775,1685,596,4997,1501
25,37.52811813,55.86755753,769,586,9683,7719
26,37.54975891,55.84185028,1232,603,4406,7067
27,37.47352982,55.86256409,1318,556,2475,10598
30,37.48864746,55.8613472,1694,581,842,1734
27,37.47526932,55.85556412,1060,556,1817,720
23,37.49826813,55.84604645,420,585,1554,1720
25,37.52168655,55.87368774,311,587,1656,676
26,37.52931213,55.82624817,319,54,9911,2878
26,37.52783966,55.83414841,1330,566,4276,1500
26,37.50875854,55.83360672,551,566,3244,265
107,37.53385925,55.78199005,1524,193,3781,5288
25,37.51048279,55.87462234,1240,577,8195,6930
26,37.5194664,55.83100891,551,54,730,265
30,37.50381088,55.86131287,1608,607,6605,8282
103,37.56728363,55.79747772,1125,180,1297,10637
23,37.52169418,55.85224915,269,598,4177,4651
15,37.52510071,55.72335815,740,12,4563,2840
30,37.49913025,55.86675644,1179,607,6760,11798
21,37.48842239,55.83152008,1490,600,5736,329
19,37.53350067,55.80206299,1098,553,5644,12399
26,37.5328064,55.84066772,821,588,2282,1510
51,37.45999908,55.80961227,623,907,10653,11049
26,37.54637146,55.83993149,934,564,5886,9
34,37.6183815,55.89112473,476,425,2605,9064
25,37.54003906,55.86497498,265,586,10434,7132
21,37.48707581,55.83721542,285,571,881,5859
25,37.5185051,55.87850571,526,577,8624,6573
19,37.5587616,55.79685974,1036,573,5753,6918
23,37.51294708,55.86424255,179,596,2703,1495
30,37.49180984,55.86395264,303,581,2482,8903
26,37.52201843,55.83551407,190,566,96,3872
26,37.52624893,55.82964706,1330,54,729,3876
28,37.49147415,55.81093979,686,125,358,1364
30,37.50926208,55.85746765,1608,584,4395,12269
26,37.52138138,55.83030701,551,54,730,265
103,37.57116318,55.79406357,736,611,9882,8645
23,37.47827148,55.84836197,946,585,3733,8286
23,37.49274063,55.84446335,420,585,3720,293
21,37.49058533,55.83572388,285,865,3721,3765
26,37.52746964,55.82169342,17,583,91,1565
94,37.56954956,55.78741074,1597,555,10197,592
28,37.49484634,55.80538177,1563,125,6101,1357
21,37.4903717,55.82978058,455,600,4417,6576
23,37.51201248,55.85935593,542,596,1198,1504
26,37.52964401,55.8360405,938,129,550,1500
26,37.53155899,55.83398438,380,566,2708,1493
26,37.52653885,55.82666397,319,54,9911,200
23,37.51055527,55.86380768,542,596,2703,1504
25,37.51599121,55.87425613,1270,587,120,7728
28,37.51804733,55.79633331,1317,128,4441,9882
28,37.51822662,55.79708481,1317,128,4441,9882
27,37.47528076,55.86253357,1318,556,2549,11374
21,37.49606705,55.81831741,368,601,4284,5844
25,37.53259277,55.86486435,265,586,3789,8529
25,37.5216217,55.87378311,311,587,7973,676
23,37.47882843,55.84446335,428,585,2758,5793
27,37.47124481,55.85967636,1060,556,2484,1740
23,37.4856987,55.84283829,1132,585,6872,2855
28,37.50507736,55.79664612,897,599,10392,2833
28,37.49399185,55.8095665,686,125,5517,12801
28,37.4994812,55.8063736,1563,125,6159,1367
25,37.53361511,55.86799622,1347,586,10883,7134
21,37.50369263,55.83432007,547,865,5482,8589
26,37.53962708,55.84127426,212,564,1477,1182
23,37.47928619,55.84690094,428,585,882,1032
23,37.50775146,55.86206818,542,596,2703,1504
23,37.52113724,55.85897827,191,596,5837,1502
28,37.49177933,55.81327438,408,125,7197,1713
21,37.50332642,55.82650375,632,572,7360,10898
28,37.49778366,55.8037529,1275,125,6101,6302
25,37.49261856,55.88412094,231,130,3792,7088
25,37.51124954,55.87041473,1369,587,9477,16
21,37.50395203,55.81581879,1052,595,877,2815
26,37.52555084,55.83044815,1330,54,734,3876
27,37.47316742,55.86174011,1318,556,2475,10598
19,37.56467056,55.79146957,1036,573,6702,6163
30,37.48720932,55.86460114,1236,581,4046,1733
107,37.52687836,55.7757988,1524,543,6758,9131
23,37.48490906,55.8490448,1069,585,1828,1739
25,37.5234642,55.87594986,311,587,4134,6218
25,37.52500916,55.86739349,769,586,4669,7719
23,37.51676178,55.85996246,1685,596,4997,1501
30,37.49090958,55.86231232,691,581,4940,1734
23,37.51570129,55.85149002,269,598,4255,6789
19,37.52280045,55.8106842,1619,590,6299,8821
26,37.52479553,55.83307266,1330,566,3797,3872
28,37.5177536,55.79600906,1317,128,4441,9882
21,37.50301743,55.83416367,547,600,5482,8589
26,37.52414703,55.82999802,551,54,729,3876
23,37.51723099,55.85099411,269,598,1197,4651
26,37.54189682,55.84173965,212,564,4186,1182
30,37.49028015,55.87370682,1355,579,4157,1717
26,37.52802658,55.8373909,1499,129,9223,1497
23,37.51209259,55.85611725,1010,580,10604,1719
30,37.50635147,55.85684967,1608,584,4395,12269
26,37.55752182,55.84427261,1101,603,95,1506
28,37.50061035,55.80715561,1563,125,6159,1367
21,37.48925781,55.83747482,285,865,4420,5859
21,37.49003983,55.83197403,1490,600,5736,329
23,37.4814415,55.84422302,1132,585,2758,1032
23,37.51698685,55.85823059,1685,596,4514,11869
26,37.53121567,55.84034729,821,588,2282,1510
21,37.51417542,55.81682587,756,565,4938,5514
21,37.49069214,55.82089996,13,601,4755,9668
23,37.47958374,55.84811783,428,585,6906,10964
26,37.53313065,55.84010696,821,588,1040,1510
30,37.49427032,55.85731506,1153,584,2274,3774
21,37.48915863,55.8157196,440,601,4717,12690
23,37.49624634,55.8474617,631,585,1555,12775
26,37.54099274,55.8415451,212,564,4186,1182
30,37.47713852,55.87252045,338,579,6645,1730
26,37.53500748,55.84276581,436,564,9412,1510
26,37.52169418,55.82212067,1600,583,1365,1604
26,37.52262878,55.83428574,190,566,3797,3872
26,37.5429306,55.84237671,934,564,4186,1182
27,37.44439316,55.87989807,1375,554,3724,7705
26,37.54195023,55.84410095,934,564,4186,1182
25,37.53689575,55.86646652,265,586,10045,8529
30,37.49788284,55.86488724,1062,607,6760,11798
19,37.54534912,55.79814911,274,775,10123,9955
25,37.51065445,55.87529755,1240,577,8195,6930
26,37.52490234,55.82945633,551,54,729,3876
19,37.51481247,55.80678177,1440,590,6931,5708
26,37.54270554,55.84234238,212,564,4186,1182
30,37.49000168,55.87649536,937,579,4531,993
27,37.46419525,55.86642838,1695,556,884,3818
26,37.55188751,55.84558868,1101,603,1894,1505
30,37.47829819,55.86565781,714,581,10086,7177
30,37.48313904,55.866436,714,581,4046,7177
21,37.50931549,55.8196907,1052,597,1156,10479
23,37.50723267,55.8616066,542,596,1198,1504
21,37.51361084,55.81613541,756,565,4938,5514
26,37.52887344,55.82655716,319,54,9911,3876
23,37.50733185,55.85119247,1024,585,2767,1359
30,37.49292374,55.8633728,303,581,4940,8903
30,37.49103546,55.86314774,303,581,4940,8903
26,37.5264473,55.83560562,190,566,1044,1494
30,37.49645996,55.86095047,1254,607,10960,1737
21,37.4917717,55.81900406,13,601,5191,5844
26,37.54833984,55.84461212,1101,603,933,1505
25,37.52838898,55.87078857,1642,586,2292,7719
21,37.48564529,55.83111954,455,600,5736,5206
21,37.49538422,55.8211441,368,601,878,9668
26,37.54408264,55.84059906,212,564,5886,1182
23,37.47809982,55.8452034,428,585,4104,5793
23,37.49495316,55.84547424,420,585,1554,293
26,37.52576447,55.82509232,1600,583,765,1499
23,37.51723099,55.85129929,269,598,1197,4651
25,37.49011993,55.88116837,155,610,6759,7131
20,37.55680084,55.8716507,1311,558,4218,10672
40,37.63550186,55.81783676,1291,413,5689,2549
48,37.44283295,55.85757446,90,639,2796,8612
21,37.49490738,55.81839371,368,601,4284,5844
28,37.50078964,55.79844284,1333,599,5641,1363
30,37.50190353,55.85824203,1545,584,2279,11454
25,37.52968216,55.87081528,1642,586,2292,7719
21,37.4942894,55.82686615,455,600,4764,6576
30,37.48717117,55.87189484,1006,579,6352,1717
21,37.49023438,55.83838272,285,865,4420,5859
23,37.49828339,55.84400177,420,598,1554,1720
