dist,x,y,kinder,school,shop,restaurant
91,37.59809875,55.58148575,1351,82,8127,8324
89,37.61727524,55.6367836,350,146,3821,3985
85,37.61873245,55.66770935,1113,916,1527,3941
70,37.59791565,55.67591858,1096,304,8121,1472
85,37.62098694,55.65548325,1113,72,261,11769
68,37.57925797,55.6618576,1282,300,2698,1460
66,37.57958221,55.67960358,741,257,9839,11666
66,37.5836525,55.68468475,779,293,1166,10450
66,37.57857513,55.6881752,779,714,6391,4564
70,37.59923935,55.67349243,450,304,1095,4566
70,37.60309219,55.68020248,753,298,1092,1463
66,37.57841492,55.67818832,741,290,813,9506
66,37.57138062,55.68087769,741,257,8134,1792
85,37.60651398,55.64662552,16,75,6672,763
68,37.59658813,55.64363861,772,818,6369,1465
74,37.56965637,55.66809082,1407,292,2793,5352
80,37.6137085,55.69230652,115,79,2647,4112
74,37.57104111,55.67114639,1407,127,6404,12686
77,37.65476227,55.58873367,1,965,4891,8744
68,37.6017189,55.65639877,390,782,5023,1796
91,37.60541916,55.59056854,1351,102,7869,3946
91,37.609478,55.59207916,289,772,10049,11951
77,37.65317154,55.57926178,1,665,7390,8735
89,37.59205246,55.63277817,264,78,2044,1758
68,37.60123062,55.64418411,772,817,4383,1465
66,37.58868408,55.6880722,1368,293,291,1481
68,37.57486725,55.64837646,316,303,1856,45
66,37.57707596,55.68222809,741,257,6325,9459
85,37.61593628,55.6622963,1113,148,3229,1377
90,37.58113861,55.61573029,1034,758,7464,3938
68,37.59115219,55.65119934,1187,782,659,1808
68,37.57196426,55.6548233,1442,777,8760,228
68,37.59658813,55.645298,772,302,6369,7086
70,37.59996414,55.67392349,450,304,1095,1478
70,37.60511398,55.67709351,753,304,6224,1478
70,37.60803223,55.67961884,639,304,5153,3335
77,37.64886093,55.59541321,1,859,245,1375
85,37.60959625,55.65028381,555,75,8776,1384
80,37.61026001,55.69173813,115,79,2647,4112
85,37.61288452,55.64434814,1201,75,6672,4117
77,37.65201569,55.5855217,1,962,9970,8744
68,37.58509064,55.65795135,1591,300,10833,3383
68,37.58027267,55.66399765,187,300,3589,1460
68,37.58101273,55.64754868,226,299,9139,11295
74,37.57086945,55.65742874,1324,261,2788,11662
68,37.58917618,55.65831375,397,158,2211,3383
68,37.59357071,55.65590668,949,782,7652,1485
68,37.59027481,55.65927887,949,158,2211,3383
77,37.6396904,55.59237671,1,859,6293,4000
89,37.58908844,55.63366699,264,78,7769,2112
91,37.60933685,55.60523605,854,77,506,8838
89,37.61122131,55.62898636,108,197,678,1395
74,37.5712471,55.65771484,267,261,2788,1797
66,37.58261108,55.67962646,741,293,1891,11666
80,37.60821915,55.69379425,115,79,2647,5849
74,37.56646729,55.65762711,1324,261,8442,1797
74,37.56568527,55.66762543,991,292,2793,5352
66,37.58573532,55.68696213,1368,293,1165,1482
77,37.65407944,55.57937241,1,665,7390,8735
90,37.58283615,55.61646271,1034,758,2779,3938
70,37.59272385,55.6848793,1555,297,6363,3445
85,37.61710358,55.66130447,1113,148,3229,1377
70,37.59912109,55.67074203,497,296,2791,9516
68,37.59149551,55.65556335,397,782,3587,7127
70,37.59828568,55.68916321,116,297,10891,4590
91,37.61348343,55.59690857,289,739,6070,9106
66,37.59121704,55.68774414,1368,293,291,1481
66,37.56681824,55.67829514,228,290,774,1476
66,37.57490921,55.67507553,741,290,5156,6289
66,37.57158661,55.68420029,1295,257,1376,12383
85,37.61713028,55.6494751,160,72,9213,4092
70,37.60892105,55.67830658,639,304,5153,3335
91,37.61263275,55.59059525,289,771,2508,8055
74,37.57151413,55.65940475,267,256,2041,1475
68,37.60416794,55.65031815,1616,776,8685,1807
80,37.60512161,55.69253159,874,79,10327,4076
70,37.59672928,55.68557739,116,297,2585,3470
74,37.56195068,55.66970444,1020,292,399,6336
85,37.60905457,55.65808487,1113,148,2656,1385
85,37.61238098,55.65477753,1092,148,10261,1761
91,37.59314728,55.59614182,834,867,10605,10208
90,37.59153748,55.60891724,597,94,4078,11820
90,37.59148407,55.60656357,1012,94,4945,8965
89,37.59539413,55.63218307,78,78,1638,1758
85,37.61461639,55.66829681,1113,916,3955,3941
74,37.5747757,55.66868591,907,127,2231,1806
77,37.64693832,55.59013748,1,122,10004,10096
91,37.61870575,55.60048676,981,89,505,1756
68,37.60390854,55.65976334,390,258,3630,3321
80,37.60194016,55.69352722,874,79,3909,4076
70,37.59422684,55.68216705,787,298,292,1479
77,37.64839554,55.5749054,1,728,3845,4130
68,37.57806396,55.65471268,1442,307,2786,228
68,37.58410263,55.66265869,187,300,10912,62
91,37.58641052,55.60386276,834,870,1931,4131
80,37.60796738,55.69180679,115,79,1503,5308
77,37.64512253,55.5766449,1,726,3950,4130
70,37.60250854,55.67916489,753,304,4544,1463
70,37.60334396,55.67445755,753,304,1095,1478
70,37.61056519,55.6828804,639,297,8236,9113
89,37.59122467,55.62857056,492,78,3889,4113
85,37.61286545,55.65049362,555,72,9101,10311
68,37.57875443,55.64707565,226,299,4384,10228
68,37.60007477,55.64300537,772,817,4628,1465
68,37.60134888,55.64604187,772,817,2421,1803
68,37.59975052,55.65884399,390,295,10944,1474
74,37.56964874,55.65778351,1324,261,2788,1797
77,37.64608383,55.59577942,1,859,246,1375
70,37.61061096,55.68258667,639,297,8236,9113
91,37.61798477,55.60668945,1405,85,8935,4121
74,37.57009506,55.65959549,1324,256,2788,1475
85,37.6188736,55.6510582,160,72,7403,5309
66,37.59363937,55.68784332,196,293,291,789
91,37.59959793,55.58631897,1351,702,3927,5554
70,37.5865097,55.66656494,725,296,1505,4756
68,37.57205582,55.65127563,316,303,1857,1470
66,37.58379745,55.68998718,1055,276,6355,1483
77,37.64891434,55.59696579,1,859,246,1375
91,37.58124542,55.60063934,834,869,3816,4131
91,37.58889771,55.60402679,834,870,1933,776
68,37.57683563,55.6496315,226,303,1856,11295
91,37.59644318,55.60251999,834,77,10316,5829
70,37.5976944,55.67692947,1096,304,10670,439
68,37.59880829,55.64460373,772,817,4383,7086
68,37.58678818,55.66363525,187,295,5024,62
89,37.61308289,55.63529968,350,146,3821,3985
85,37.61309814,55.65520477,1092,148,10261,10195
89,37.58998489,55.63233566,422,78,7769,1758
80,37.62046432,55.69368362,115,79,256,12221
68,37.58220673,55.64768219,57,299,9139,1466
91,37.6188736,55.59872055,981,89,505,1756
74,37.55546188,55.66295242,700,256,5854,1798
70,37.58479309,55.66661072,725,306,1505,4756
68,37.59660721,55.65804672,949,158,2500,1179
85,37.61584854,55.66828918,1113,916,3955,3941
90,37.58307648,55.61701584,1034,758,2779,3938
91,37.6125145,55.60616684,854,85,506,1399
89,37.61283875,55.62646866,1224,716,8986,4735
85,37.6140976,55.65857697,1113,148,3901,1764
91,37.58411789,55.59810638,834,868,3910,3939
89,37.59833145,55.63830948,1030,701,2042,996
74,37.5715065,55.66755295,907,292,2231,5352
89,37.60635376,55.63264847,1678,143,8292,1395
66,37.5782814,55.69248581,1496,276,5252,12097
68,37.60207748,55.6445961,772,817,4383,1803
85,37.61540604,55.65017319,160,72,140,10311
89,37.59688568,55.62780762,1688,87,3822,4113
89,37.60648727,55.63022232,1625,197,2653,1395
68,37.57360077,55.6486969,316,303,1856,45
74,37.5656662,55.65370941,201,261,2792,7200
85,37.61011505,55.66735458,1113,663,2316,4118
91,37.59776688,55.6010704,834,77,4947,5829
91,37.58903122,55.59624863,834,867,5246,1402
77,37.65568924,55.58226395,1,104,3843,4861
91,37.60499573,55.59640503,255,774,6666,4038
77,37.64836884,55.57903671,1,729,2775,4130
85,37.60851669,55.67049789,1113,663,5113,11929
80,37.60144043,55.69481277,874,79,3909,4076
74,37.56527328,55.65567017,201,261,4043,738
68,37.58379745,55.64912796,57,299,659,1466
91,37.6228447,55.60519028,759,85,8935,4121
70,37.60099792,55.68260956,578,298,3588,4893
80,37.60710526,55.69056702,115,79,8531,5308
70,37.60175323,55.6837883,578,297,6074,5873
68,37.59419632,55.65567017,949,782,7652,1485
68,37.59928131,55.64863586,1616,301,87,1464
68,37.59059525,55.65584564,397,158,2211,7127
90,37.58618546,55.6111145,1579,94,7240,1401
74,37.56551361,55.65315247,201,261,2792,7200
74,37.55365753,55.66751862,700,256,1385,4836
70,37.59323883,55.6760788,364,306,1096,1472
90,37.57962799,55.61064148,970,84,3833,1388
74,37.55912018,55.6700058,1020,292,8749,12038
90,37.59436035,55.60795593,597,94,8176,9431
68,37.59305573,55.65004349,1187,301,9063,9232
90,37.59077454,55.61185455,915,94,1928,9642
66,37.57673645,55.67886353,741,257,1167,10006
68,37.57163239,55.65172958,316,303,6295,1470
68,37.57643127,55.66042328,1159,300,7264,5317
68,37.60276794,55.64762115,1616,301,2409,4641
85,37.61540604,55.65496445,1092,72,10078,6737
85,37.61964798,55.6668663,1113,916,1527,1380
90,37.59711838,55.61433792,929,118,13,1376
91,37.59121704,55.60085297,834,870,7498,1760
80,37.60995483,55.69287491,115,79,2647,4112
74,37.56681824,55.65724564,1324,261,5856,1797
68,37.59170151,55.66434479,187,295,5024,5807
77,37.65699005,55.57917023,1,665,244,1373
74,37.56492996,55.65657043,201,261,8442,738
68,37.5830574,55.6573143,1591,300,10833,1477
68,37.60280228,55.66391754,710,258,1106,2842
68,37.60917282,55.66161728,710,258,5235,3321
68,37.5757103,55.65084076,80,303,1856,1470
68,37.60026169,55.6634903,390,295,3617,8260
70,37.60398102,55.68099976,753,298,1092,1463
80,37.60332489,55.69147491,874,79,564,5308
66,37.57255936,55.67712402,741,290,8598,947
68,37.60071182,55.6571846,390,295,5023,1796
68,37.57884598,55.66003799,1282,300,7264,5317
91,37.59910202,55.58281708,1351,82,2640,7115
77,37.65493393,55.58787537,1,965,4891,8744
90,37.59172821,55.62037277,1034,761,4347,3964
89,37.59580612,55.64015198,1030,701,10121,5585
66,37.57844925,55.68194962,741,257,6325,9459
90,37.60017014,55.61141586,906,118,804,289
74,37.56113815,55.6556778,201,261,7443,738
74,37.56731033,55.65456772,201,261,4043,11662
68,37.60420609,55.65488815,1616,776,7204,12619
89,37.60677338,55.63721085,1373,88,2314,1759
90,37.59586716,55.61956406,1644,968,1274,4620
68,37.58834076,55.66107941,1282,158,5857,62
74,37.5747757,55.67063522,1407,127,2212,1480
74,37.56652832,55.66515732,991,292,4216,5352
66,37.59102631,55.68506241,1368,293,1756,3442
90,37.59941864,55.61020279,906,118,804,289
68,37.59929276,55.64788818,781,301,2409,1464
89,37.61728668,55.63549042,350,146,3821,3985
85,37.61079788,55.65476608,1092,178,4095,1761
85,37.60959625,55.65525436,1092,148,2656,5887
89,37.61427689,55.64021301,71,119,168,3982
85,37.62073517,55.65075302,160,72,7403,11901
85,37.61780548,55.65373993,1092,72,3885,6737
85,37.62017822,55.66178131,1113,916,5037,1377
68,37.60853577,55.66017151,710,258,6393,10661
68,37.57865524,55.65192795,80,303,672,1469
68,37.5705452,55.65079117,316,303,1857,45
68,37.58612061,55.66386795,187,295,10912,62
66,37.57049942,55.68832397,1310,714,4572,10214
70,37.59144974,55.6668396,783,296,7747,11881
66,37.56646729,55.68055344,1303,305,1380,6306
90,37.60459137,55.61523056,60,966,3856,1396
91,37.58985901,55.59766388,834,867,8895,1402
66,37.56424713,55.67845917,228,290,6253,11970
90,37.58216095,55.60560608,1012,84,10006,11159
74,37.5675621,55.67015457,1407,292,2220,12686
66,37.57396698,55.67565918,741,290,812,4719
66,37.5877037,55.68834686,1055,293,290,1481
70,37.60325241,55.67557144,753,304,1435,1478
70,37.61256027,55.68106079,639,304,8236,9113
70,37.59011841,55.67293167,371,306,1098,3367
85,37.61136627,55.66468811,1113,663,2513,447
70,37.58794785,55.67146683,371,306,5757,3399
90,37.59286118,55.60767365,597,94,4945,11820
89,37.60717773,55.63825226,1085,119,2314,11015
85,37.61624146,55.64946747,160,72,9213,10311
89,37.60593033,55.62260437,1522,716,3863,3996
90,37.58932114,55.61064148,915,94,1928,1401
90,37.59135818,55.61818695,1034,760,3830,6088
90,37.60538101,55.62030029,221,966,490,9286
91,37.58097458,55.5983429,834,868,3816,3939
70,37.59430695,55.66906357,497,296,6750,1473
80,37.61239624,55.69166183,115,79,2647,4112
91,37.61323166,55.59093857,289,771,2508,8055
77,37.64964294,55.59111023,1,965,3841,10096
85,37.61610031,55.64363861,331,72,2646,5311
68,37.58955383,55.64713287,1658,299,3613,1484
70,37.59618378,55.68345261,1555,298,292,5776
66,37.58977127,55.68915176,196,276,290,1481
74,37.56115723,55.65445709,201,261,7443,738
70,37.60183334,55.68709183,578,297,3605,3377
68,37.58992386,55.65102768,1187,782,659,10143
70,37.5949707,55.67051315,497,296,2791,9516
68,37.59623718,55.64231491,772,818,9825,1465
70,37.59857178,55.67992401,364,298,9554,1804
91,37.61765289,55.5940361,289,772,3921,10004
85,37.60622787,55.64355469,1201,75,6075,638
66,37.57803726,55.68000412,741,257,9839,10006
68,37.60327911,55.65260315,1616,776,8685,1795
68,37.60868835,55.66252136,710,258,5235,6270
90,37.60319901,55.61896896,221,966,490,1392
105,37.6795578,55.72854614,1095,369,333,116
68,37.58827972,55.66321182,187,295,5024,62
74,37.56606293,55.65871429,1324,261,8442,1797
90,37.58414459,55.60936356,970,84,10006,1388
90,37.59013748,55.61523819,1034,968,6863,7745
91,37.59046173,55.59017181,1351,82,2089,1379
85,37.60998154,55.65730667,1113,148,2656,1385
74,37.56708527,55.66719818,991,292,2793,5352
85,37.6099472,55.66882324,1113,663,10920,4118
80,37.61016846,55.69411469,115,79,5079,5849
68,37.59472656,55.64850235,781,301,7349,6534
91,37.61244202,55.59944153,900,738,1456,4116
91,37.61678314,55.59527588,289,739,3921,10004
74,37.56723022,55.66638947,991,292,2793,5352
89,37.61231613,55.63235092,1038,143,6657,3985
70,37.59260941,55.66664124,783,296,3609,11881
90,37.6034317,55.60725403,445,118,2645,5538
91,37.59500885,55.5893898,1351,702,4856,1379
91,37.60103226,55.57968903,1011,82,264,6453
68,37.60559845,55.66119003,710,258,3630,3321
68,37.5830574,55.64724731,57,299,9139,1466
85,37.60853577,55.65511703,555,178,2656,5887
80,37.60313416,55.69541168,874,79,3909,5849
70,37.60404587,55.67575455,753,304,1435,1478
80,37.62243271,55.69322586,115,79,256,88
68,37.58431625,55.65958786,1282,300,212,62
68,37.5748291,55.64945221,316,303,1856,45
74,37.57460785,55.66811752,907,127,2231,1806
89,37.60033417,55.63245392,475,701,5358,1758
85,37.60675812,55.6431427,1201,75,6075,638
66,37.58002472,55.68334961,741,293,2228,9459
66,37.57349014,55.67927551,741,290,8598,7614
91,37.5891304,55.60479355,834,870,1931,776
70,37.59246445,55.67076874,371,306,6750,9516
90,37.5808754,55.60774231,970,84,7018,11159
85,37.60762024,55.65549469,555,148,2656,11931
66,37.59759521,55.69231796,196,276,7405,7579
68,37.57509232,55.64759064,226,303,4384,10228
68,37.60144806,55.65686798,390,295,5023,1796
91,37.58408356,55.60451889,834,870,1931,4131
80,37.6029129,55.69386673,874,79,3909,4076
70,37.5931015,55.67142105,371,306,1099,9516
77,37.64900589,55.59577179,1,859,245,1375
68,37.58025742,55.66289139,187,300,3589,1460
68,37.58230591,55.65158081,57,303,210,10143
66,37.58073044,55.68053436,741,257,1891,9459
68,37.60205078,55.66037369,390,258,86,3321
89,37.59912109,55.62627792,1688,87,1634,8311
68,37.5666275,55.65130615,316,777,1857,45
90,37.58151245,55.61645889,1034,758,2779,3938
77,37.64499664,55.58098221,1,729,381,4129
85,37.61547852,55.66741562,1113,916,3955,3941
77,37.65335083,55.58134079,1,961,7390,4115
68,37.6036911,55.65564728,1616,776,5023,1796
77,37.65263367,55.59136963,1,965,3841,10096
89,37.58932114,55.63471985,264,78,7769,2112
66,37.59264374,55.68664932,1368,293,291,1482
91,37.61523819,55.59484863,289,772,3921,10004
70,37.60715103,55.67631531,753,304,7421,1478
89,37.61132813,55.63504028,1373,146,3821,3985
66,37.58001328,55.68183136,741,257,2206,9459
85,37.6116066,55.66856766,1113,663,10920,6345
66,37.57413864,55.67456818,741,290,5156,6289
85,37.61557007,55.66162109,1113,148,3229,1377
89,37.60786057,55.62731171,158,87,4311,1394
77,37.6526947,55.58142853,1,961,7390,4115
68,37.59248352,55.65075302,1187,782,7669,9232
90,37.58600616,55.61867905,1034,757,492,3938
91,37.62263107,55.602108,1641,89,3913,4023
80,37.60490417,55.69137955,115,79,4600,5308
91,37.61554337,55.59545898,289,739,4184,10004
77,37.64593124,55.59483337,1,859,4350,1375
66,37.58808899,55.69247818,64,276,3585,1483
80,37.62202072,55.69884872,115,79,5036,7839
85,37.61872101,55.65898514,1113,148,260,8475
85,37.6167984,55.64250565,331,72,8378,5311
70,37.59768295,55.67029572,497,296,2791,9516
68,37.58214188,55.65761948,1591,300,10833,1477
74,37.56755447,55.65942383,1324,256,2788,1475
89,37.61423111,55.62387085,1224,716,10830,1383
90,37.60423279,55.61933517,221,966,490,1392
90,37.59249115,55.61782837,1034,968,9999,6088
74,37.57193756,55.66562271,907,292,5238,5352
89,37.61232758,55.63978195,71,119,168,3982
80,37.6122551,55.69607162,115,79,5079,5541
68,37.59095383,55.66365433,187,295,5024,5807
90,37.60049438,55.62129211,1644,761,4726,5799
70,37.60454559,55.67635727,753,304,6224,1478
85,37.61834335,55.66825485,1113,916,1527,3941
90,37.59162903,55.62258148,1644,761,3923,3964
68,37.59638977,55.65609741,949,782,7652,7085
91,37.59408951,55.59322357,834,702,2089,3968
66,37.58360672,55.67996216,741,293,1891,11666
66,37.59843826,55.69121552,196,276,7405,7579
68,37.57738113,55.6491394,226,303,9139,11295
89,37.61521912,55.62731934,1038,621,3827,1383
85,37.61536407,55.64945984,160,72,140,10311
90,37.59605026,55.61504364,929,118,6863,1376
77,37.64415359,55.58979416,1,122,4855,4665
77,37.64626312,55.58827209,1,962,9678,4665
68,37.60459137,55.65609741,390,258,5023,1796
70,37.60095215,55.67789078,753,304,1435,439
68,37.57331085,55.64806366,316,303,1856,45
85,37.61468887,55.65789032,1113,148,4138,1764
101,37.71514511,55.80252838,27,474,6067,6952
70,37.59334564,55.68547821,1555,297,6363,1034
85,37.60894775,55.65389252,555,178,10036,5887
77,37.64101791,55.59244919,1,859,6293,1375
68,37.59107208,55.65832138,949,158,2211,7127
85,37.6085968,55.65587234,1092,148,2656,6112
85,37.610672,55.64746475,16,75,6672,4117
68,37.5801506,55.66183472,1282,300,2698,1460
91,37.62089539,55.60154724,1641,89,3913,4023
85,37.6184082,55.646595,331,72,262,3959
89,37.5949173,55.62612152,1688,87,1927,4113
89,37.59955215,55.63087845,475,701,5358,10288
89,37.59172821,55.62711716,492,78,1927,4113
85,37.61566925,55.65197372,721,72,9486,11926
68,37.56728363,55.6495018,316,303,170,45
74,37.57739258,55.67038727,907,127,9833,1806
85,37.6202774,55.66044617,1113,148,5037,1377
91,37.62335968,55.60618591,759,85,8935,4121
80,37.61752701,55.69765091,115,79,6148,1381
85,37.61565018,55.66607285,1113,916,2513,447
68,37.59107208,55.64958954,1187,301,659,1484
89,37.61212158,55.62309265,1224,716,6177,4037
68,37.57492828,55.65690994,1159,307,660,228
68,37.58974457,55.66239166,187,295,5024,62
66,37.58379745,55.69433594,64,276,2216,9461
91,37.59502411,55.59404755,834,702,11032,5809
90,37.59892273,55.62077332,1644,761,4726,4620
68,37.57346344,55.6552124,1442,307,8760,228
85,37.62101364,55.66734314,1113,916,258,1380
85,37.61846924,55.64422226,331,72,5881,5311
70,37.5947113,55.67744827,364,298,1433,1472
68,37.59843826,55.65779877,949,295,2500,1179
91,37.59668732,55.58719254,1351,82,10758,1379
68,37.58333969,55.65857697,1591,300,212,1477
70,37.58889008,55.67114639,371,306,5757,3367
66,37.59294891,55.6880722,196,293,291,789
77,37.64900589,55.58578491,1,962,9970,4114
91,37.59844589,55.59223938,834,702,9820,915
80,37.61149979,55.69115067,115,79,2647,4112
74,37.55315399,55.663414,700,256,8904,7038
68,37.5867691,55.66035461,1282,158,212,62
90,37.59581375,55.6088562,597,94,4078,1387
85,37.61837387,55.65948105,1113,148,10804,1377
91,37.59260941,55.60427094,834,870,1929,776
80,37.61119461,55.69335938,115,79,2647,4112
85,37.62069702,55.64689255,331,72,262,3959
77,37.65016174,55.59337997,1,965,4350,10096
68,37.57527924,55.65283585,1442,303,2786,1469
70,37.59116364,55.6702652,371,306,5757,3367
74,37.57279968,55.6734314,1407,127,2214,1799
66,37.57791138,55.67386246,741,290,5156,3355
70,37.60119629,55.6782608,753,304,4544,439
70,37.59499741,55.67336655,450,306,6226,440
90,37.59976959,55.61388397,929,966,6038,1376
80,37.61122894,55.69250107,115,79,2647,4112
